open_time,open,high,low,close,volume
2025-08-30 08:10:00+00:00,0.838,0.8384,0.8365,0.8374,22983.5
2025-08-30 08:15:00+00:00,0.8375,0.8379,0.8359,0.8364,6436.8
2025-08-30 08:20:00+00:00,0.8364,0.8367,0.8358,0.8358,5581.2
2025-08-30 08:25:00+00:00,0.8359,0.8367,0.8357,0.8366,4096.2
2025-08-30 08:30:00+00:00,0.8366,0.8369,0.8354,0.8355,4172.3
2025-08-30 08:35:00+00:00,0.8355,0.8371,0.8353,0.8368,135226.5
2025-08-30 08:40:00+00:00,0.8369,0.8371,0.8362,0.8366,132462.5
2025-08-30 08:45:00+00:00,0.8365,0.8365,0.8346,0.8357,189350.9
2025-08-30 08:50:00+00:00,0.8357,0.8367,0.8355,0.8365,49222.0
2025-08-30 08:55:00+00:00,0.8365,0.8365,0.8348,0.835,150825.1
2025-08-30 09:00:00+00:00,0.835,0.8352,0.834,0.8345,192664.8
2025-08-30 09:05:00+00:00,0.8345,0.835,0.8334,0.8335,117649.6
2025-08-30 09:10:00+00:00,0.8334,0.8337,0.8322,0.8324,307663.4
2025-08-30 09:15:00+00:00,0.8324,0.8337,0.8315,0.8335,1337946.6
2025-08-30 09:20:00+00:00,0.8335,0.8337,0.8326,0.8332,108696.8
2025-08-30 09:25:00+00:00,0.8332,0.8338,0.8329,0.833,94408.0
2025-08-30 09:30:00+00:00,0.833,0.833,0.831,0.8312,245117.9
2025-08-30 09:35:00+00:00,0.8312,0.832,0.831,0.832,148235.7
2025-08-30 09:40:00+00:00,0.8319,0.8319,0.8301,0.8307,149764.2
2025-08-30 09:45:00+00:00,0.8307,0.8318,0.8301,0.8318,215252.3
2025-08-30 09:50:00+00:00,0.8317,0.8329,0.8311,0.8315,150030.8
2025-08-30 09:55:00+00:00,0.8315,0.8318,0.8308,0.8314,61319.3
2025-08-30 10:00:00+00:00,0.8315,0.8323,0.8309,0.8309,134133.9
2025-08-30 10:05:00+00:00,0.8308,0.8319,0.8306,0.8318,348964.9
2025-08-30 10:10:00+00:00,0.8318,0.8324,0.8312,0.8313,349419.6
2025-08-30 10:15:00+00:00,0.8312,0.8332,0.8312,0.8329,554380.7
2025-08-30 10:20:00+00:00,0.833,0.8334,0.8324,0.833,235432.4
2025-08-30 10:25:00+00:00,0.833,0.8333,0.832,0.8327,123048.7
2025-08-30 10:30:00+00:00,0.8328,0.8332,0.8291,0.8291,873575.9
2025-08-30 10:35:00+00:00,0.829,0.8294,0.8285,0.8293,234566.3
2025-08-30 10:40:00+00:00,0.8293,0.8294,0.8286,0.829,100554.4
2025-08-30 10:45:00+00:00,0.8289,0.8298,0.8284,0.8297,216434.3
2025-08-30 10:50:00+00:00,0.8297,0.8299,0.8283,0.829,513153.0
2025-08-30 10:55:00+00:00,0.8289,0.8302,0.8289,0.8295,251503.5
2025-08-30 11:00:00+00:00,0.8295,0.8296,0.8281,0.8281,179318.4
2025-08-30 11:05:00+00:00,0.8283,0.8297,0.828,0.8296,171627.2
2025-08-30 11:10:00+00:00,0.8296,0.83,0.8288,0.8289,116881.0
2025-08-30 11:15:00+00:00,0.8288,0.8288,0.8275,0.8278,180557.0
2025-08-30 11:20:00+00:00,0.8279,0.8281,0.827,0.8278,126121.4
2025-08-30 11:25:00+00:00,0.8279,0.8281,0.8276,0.8276,86475.5
2025-08-30 11:30:00+00:00,0.8275,0.828,0.8266,0.8268,296042.8
2025-08-30 11:35:00+00:00,0.8267,0.8268,0.8248,0.8259,629564.2
2025-08-30 11:40:00+00:00,0.8259,0.8265,0.8258,0.826,190206.2
2025-08-30 11:45:00+00:00,0.8261,0.8276,0.8258,0.8272,168102.4
2025-08-30 11:50:00+00:00,0.8272,0.8281,0.8267,0.8267,126664.5
2025-08-30 11:55:00+00:00,0.8268,0.8276,0.8268,0.8271,107203.8
2025-08-30 12:00:00+00:00,0.8271,0.8275,0.8251,0.8251,350196.1
2025-08-30 12:05:00+00:00,0.8252,0.826,0.8241,0.8248,440645.1
2025-08-30 12:10:00+00:00,0.8248,0.8251,0.8234,0.8237,276503.2
2025-08-30 12:15:00+00:00,0.8237,0.8238,0.8204,0.8206,445392.6
2025-08-30 12:20:00+00:00,0.8207,0.8216,0.8207,0.821,317519.2
2025-08-30 12:25:00+00:00,0.8209,0.8209,0.8158,0.8165,1714132.9
2025-08-30 12:30:00+00:00,0.8167,0.8172,0.8117,0.8136,1726365.9
2025-08-30 12:35:00+00:00,0.8137,0.8148,0.8054,0.8106,4042837.2
2025-08-30 12:40:00+00:00,0.8106,0.811,0.8085,0.8102,745505.4
2025-08-30 12:45:00+00:00,0.8102,0.8128,0.8099,0.8124,488838.5
2025-08-30 12:50:00+00:00,0.8124,0.8134,0.8117,0.8128,473898.6
2025-08-30 12:55:00+00:00,0.8127,0.8137,0.8126,0.8131,334258.2
2025-08-30 13:00:00+00:00,0.813,0.8148,0.812,0.8131,1189809.7
2025-08-30 13:05:00+00:00,0.8132,0.8134,0.806,0.8093,1251748.8
2025-08-30 13:10:00+00:00,0.8092,0.8095,0.8074,0.8089,501014.2
2025-08-30 13:15:00+00:00,0.8089,0.8104,0.8073,0.81,532340.3
2025-08-30 13:20:00+00:00,0.81,0.8112,0.8084,0.8101,328255.6
2025-08-30 13:25:00+00:00,0.81,0.8119,0.8099,0.8117,313775.2
2025-08-30 13:30:00+00:00,0.8117,0.8133,0.8116,0.8124,130441.6
