open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volume,taker_quote_volume
2024-12-20 11:30:00+00:00,93636.0,93680.0,93105.24,93147.35,482.46747,2024-12-20 11:34:59.999000+00:00,45025674.0375194,49310.0,184.86935,17258730.2889182
2024-12-20 11:35:00+00:00,93146.61,93617.1,92701.51,93267.98,1219.97495,2024-12-20 11:39:59.999000+00:00,113604348.7000664,87213.0,441.77325,41162483.8637057
2024-12-20 11:40:00+00:00,93267.99,93457.95,93050.0,93150.0,575.54896,2024-12-20 11:44:59.999000+00:00,53674649.6438666,56435.0,240.91293,22469276.7977412
2024-12-20 11:45:00+00:00,93150.0,93411.99,92767.18,93305.69,516.27239,2024-12-20 11:49:59.999000+00:00,48078457.6977667,50148.0,224.44455,20906000.8203821
2024-12-20 11:50:00+00:00,93305.69,93395.44,92612.1,93087.98,571.77941,2024-12-20 11:54:59.999000+00:00,53152956.9836678,51434.0,244.49991,22732393.6218468
2024-12-20 11:55:00+00:00,93087.98,93320.15,92721.81,92723.98,399.58489,2024-12-20 11:59:59.999000+00:00,37190317.2092283,39946.0,200.22123,18639951.1941876
2024-12-20 12:00:00+00:00,92723.99,93054.18,92471.62,92611.97,662.71291,2024-12-20 12:04:59.999000+00:00,61458170.1059989,57002.0,313.98905,29132992.3128359
2024-12-20 12:05:00+00:00,92611.97,92863.05,92400.0,92431.56,469.32074,2024-12-20 12:09:59.999000+00:00,43444060.2338596,42150.0,186.54011,17270151.2001234
2024-12-20 12:10:00+00:00,92431.57,92751.93,92337.11,92567.99,575.21285,2024-12-20 12:14:59.999000+00:00,53196999.1412018,42111.0,288.42964,26677792.9496367
2024-12-20 12:15:00+00:00,92567.99,93254.26,92232.54,93067.77,707.22369,2024-12-20 12:19:59.999000+00:00,65540849.4725008,52407.0,331.82153,30762908.4135406
2024-12-20 12:20:00+00:00,93067.77,93495.69,93064.51,93265.06,550.69062,2024-12-20 12:24:59.999000+00:00,51381469.267356,40123.0,296.2578,27640418.0651257
2024-12-20 12:25:00+00:00,93265.06,93783.78,93164.72,93643.6,459.84312,2024-12-20 12:29:59.999000+00:00,43031552.8578103,42470.0,257.67642,24112505.5204564
2024-12-20 12:30:00+00:00,93643.61,93862.33,93511.07,93637.24,355.76749,2024-12-20 12:34:59.999000+00:00,33316114.2225313,35409.0,180.54534,16908389.9271802
2024-12-20 12:35:00+00:00,93637.25,93906.63,93506.91,93784.01,327.73228,2024-12-20 12:39:59.999000+00:00,30721893.2041727,29697.0,176.99157,16592283.9997943
2024-12-20 12:40:00+00:00,93784.01,93875.77,93586.68,93777.1,260.96819,2024-12-20 12:44:59.999000+00:00,24467307.2671719,25638.0,134.97134,12654704.7614435
2024-12-20 12:45:00+00:00,93777.1,94116.19,93767.99,94116.19,416.14134,2024-12-20 12:49:59.999000+00:00,39118279.7446657,26121.0,253.18671,23798925.3170162
2024-12-20 12:50:00+00:00,94116.27,94244.0,93916.0,93993.88,401.38962,2024-12-20 12:54:59.999000+00:00,37778901.8215587,29294.0,190.8855,17967673.6537352
2024-12-20 12:55:00+00:00,93993.87,94011.19,93773.33,93941.75,237.77724,2024-12-20 12:59:59.999000+00:00,22324845.8927929,23029.0,98.49045,9247270.8061803
2024-12-20 13:00:00+00:00,93941.74,94277.19,93800.0,94233.8,264.36491,2024-12-20 13:04:59.999000+00:00,24861431.9888897,27040.0,161.98221,15236029.7861439
2024-12-20 13:05:00+00:00,94233.8,94253.63,93725.06,93927.7,246.31878,2024-12-20 13:09:59.999000+00:00,23153240.3398202,25431.0,91.86236,8635690.2761899
2024-12-20 13:10:00+00:00,93927.71,94178.65,93862.0,94109.61,173.51834,2024-12-20 13:14:59.999000+00:00,16314759.6686114,20548.0,88.59829,8329783.5220348
2024-12-20 13:15:00+00:00,94109.6,94163.54,93804.18,93888.24,132.38317,2024-12-20 13:19:59.999000+00:00,12437747.4538513,20394.0,49.59493,4659434.0946615
2024-12-20 13:20:00+00:00,93888.23,93939.98,93581.32,93758.59,165.0313,2024-12-20 13:24:59.999000+00:00,15466588.1860725,19291.0,67.58425,6333370.6799234
2024-12-20 13:25:00+00:00,93758.59,94040.0,93714.04,93836.85,174.06529,2024-12-20 13:29:59.999000+00:00,16343982.7571915,18176.0,76.77191,7207592.8401816
2024-12-20 13:30:00+00:00,93836.85,95369.37,93836.85,95328.0,1020.02997,2024-12-20 13:34:59.999000+00:00,96703855.868551,87405.0,606.87907,57532759.9936744
2024-12-20 13:35:00+00:00,95326.52,95539.31,94872.72,95216.01,564.11887,2024-12-20 13:39:59.999000+00:00,53725820.6591055,49878.0,307.9199,29330140.4749366
