open_time,open,high,low,close,volume
2025-08-30 08:10:00+00:00,860.99,860.99,860.33,860.57,3.79
2025-08-30 08:15:00+00:00,860.63,860.86,860.11,860.12,3.968
2025-08-30 08:20:00+00:00,860.12,860.39,860.11,860.18,4.965
2025-08-30 08:25:00+00:00,860.51,860.7,860.51,860.69,15.933
2025-08-30 08:30:00+00:00,860.92,860.92,860.16,860.23,50.293
2025-08-30 08:35:00+00:00,860.16,860.43,860.01,860.4,14.446
2025-08-30 08:40:00+00:00,860.4,861.0,860.15,860.59,35.592
2025-08-30 08:45:00+00:00,860.44,860.44,859.51,859.51,3.458
2025-08-30 08:50:00+00:00,859.61,860.07,859.6,859.91,4.622
2025-08-30 08:55:00+00:00,859.9,859.91,859.39,859.4,7.473
2025-08-30 09:00:00+00:00,859.4,859.68,859.0,859.54,14.202
2025-08-30 09:05:00+00:00,859.58,859.68,859.24,859.24,12.075
2025-08-30 09:10:00+00:00,859.27,859.27,858.92,858.92,13.531
2025-08-30 09:15:00+00:00,858.92,859.66,858.91,859.65,5.64
2025-08-30 09:20:00+00:00,859.65,859.72,859.2,859.71,13.416
2025-08-30 09:25:00+00:00,859.7,859.99,859.7,859.74,7.644
2025-08-30 09:30:00+00:00,859.71,859.71,858.8,858.81,21.328
2025-08-30 09:35:00+00:00,858.81,859.41,858.81,859.35,4.039
2025-08-30 09:40:00+00:00,859.31,859.31,858.36,858.76,31.127
2025-08-30 09:45:00+00:00,858.77,859.4,858.59,859.39,15.086
2025-08-30 09:50:00+00:00,859.55,860.1,859.54,859.8,3.91
2025-08-30 09:55:00+00:00,859.76,859.76,859.3,859.3,9.146
2025-08-30 10:00:00+00:00,859.6,859.64,859.2,859.2,3.426
2025-08-30 10:05:00+00:00,859.16,859.9,859.02,859.9,6.617
2025-08-30 10:10:00+00:00,859.91,860.03,859.65,859.95,3.848
2025-08-30 10:15:00+00:00,859.95,860.84,859.8,860.68,10.42
2025-08-30 10:20:00+00:00,860.61,860.61,860.3,860.59,11.163
2025-08-30 10:25:00+00:00,860.51,861.0,860.31,860.88,28.402
2025-08-30 10:30:00+00:00,860.89,860.89,859.71,859.71,66.19
2025-08-30 10:35:00+00:00,859.72,859.78,859.14,859.36,27.186
2025-08-30 10:40:00+00:00,859.48,859.48,859.24,859.24,3.317
2025-08-30 10:45:00+00:00,859.46,859.59,859.28,859.58,3.844
2025-08-30 10:50:00+00:00,859.59,859.69,859.3,859.67,3.798
2025-08-30 10:55:00+00:00,859.73,860.22,859.72,860.1,8.525
2025-08-30 11:00:00+00:00,860.2,860.4,859.84,859.85,3.453
2025-08-30 11:05:00+00:00,859.98,860.58,859.98,860.57,12.825
2025-08-30 11:10:00+00:00,860.72,861.35,860.7,861.14,18.246
2025-08-30 11:15:00+00:00,861.13,861.14,860.44,860.54,37.008
2025-08-30 11:20:00+00:00,860.59,860.77,860.47,860.75,7.961
2025-08-30 11:25:00+00:00,860.84,860.85,860.52,860.52,21.431
2025-08-30 11:30:00+00:00,860.5,860.5,859.67,859.67,40.633
2025-08-30 11:35:00+00:00,859.68,859.68,859.0,859.1,4.345
2025-08-30 11:40:00+00:00,859.19,859.76,859.19,859.5,3.918
2025-08-30 11:45:00+00:00,859.5,860.36,859.5,860.04,27.992
2025-08-30 11:50:00+00:00,860.04,860.26,859.99,859.99,11.987
2025-08-30 11:55:00+00:00,860.05,860.38,860.04,860.24,12.573
2025-08-30 12:00:00+00:00,860.22,860.22,859.69,859.8,7.058
2025-08-30 12:05:00+00:00,859.63,860.25,859.3,859.44,19.655
2025-08-30 12:10:00+00:00,859.45,859.59,859.24,859.25,15.853
2025-08-30 12:15:00+00:00,859.25,859.25,858.61,858.68,6.726
2025-08-30 12:20:00+00:00,858.63,858.9,858.43,858.43,3.724
2025-08-30 12:25:00+00:00,858.29,858.29,857.27,857.88,18.873
2025-08-30 12:30:00+00:00,857.41,857.49,855.53,855.53,67.261
2025-08-30 12:35:00+00:00,855.53,856.0,760.28,853.7,38.009
2025-08-30 12:40:00+00:00,853.72,853.9,853.06,853.89,24.717
2025-08-30 12:45:00+00:00,853.71,855.0,853.7,854.79,17.681
2025-08-30 12:50:00+00:00,854.75,855.07,854.5,854.76,13.594
2025-08-30 12:55:00+00:00,854.96,855.69,854.95,855.18,18.188
2025-08-30 13:00:00+00:00,854.91,855.2,854.3,854.3,23.085
2025-08-30 13:05:00+00:00,854.01,854.23,852.8,854.04,20.612
2025-08-30 13:10:00+00:00,853.68,853.69,852.35,852.35,18.44
2025-08-30 13:15:00+00:00,852.16,853.25,851.7,852.91,35.8
2025-08-30 13:20:00+00:00,852.9,853.03,852.28,853.03,21.486
2025-08-30 13:25:00+00:00,852.95,853.19,852.95,853.19,11.255
