open_time,open,high,low,close,volume
2025-08-30 08:10:00+00:00,0.21752,0.21753,0.21717,0.21729,64910.0
2025-08-30 08:15:00+00:00,0.21734,0.21734,0.21684,0.21684,36853.0
2025-08-30 08:20:00+00:00,0.21683,0.217,0.2168,0.21688,177028.0
2025-08-30 08:25:00+00:00,0.21689,0.21703,0.21689,0.21697,77968.0
2025-08-30 08:30:00+00:00,0.21702,0.21711,0.21671,0.21671,215462.0
2025-08-30 08:35:00+00:00,0.21668,0.21695,0.21668,0.21684,618276.0
2025-08-30 08:40:00+00:00,0.21685,0.21687,0.21662,0.21673,2869143.0
2025-08-30 08:45:00+00:00,0.21672,0.21672,0.21609,0.21644,2600580.0
2025-08-30 08:50:00+00:00,0.21644,0.21676,0.21641,0.21663,1812167.0
2025-08-30 08:55:00+00:00,0.21662,0.2167,0.21627,0.21633,694144.0
2025-08-30 09:00:00+00:00,0.21634,0.21636,0.2159,0.21618,3213407.0
2025-08-30 09:05:00+00:00,0.21619,0.21639,0.21589,0.2159,1282710.0
2025-08-30 09:10:00+00:00,0.2159,0.21593,0.21561,0.21574,3813685.0
2025-08-30 09:15:00+00:00,0.21574,0.2161,0.21574,0.21599,2174886.0
2025-08-30 09:20:00+00:00,0.21599,0.21607,0.21584,0.21604,1221898.0
2025-08-30 09:25:00+00:00,0.21605,0.21617,0.216,0.21603,589549.0
2025-08-30 09:30:00+00:00,0.21603,0.21609,0.21544,0.21565,4860035.0
2025-08-30 09:35:00+00:00,0.21564,0.21585,0.21556,0.21579,1542430.0
2025-08-30 09:40:00+00:00,0.21579,0.21579,0.21531,0.2155,1306766.0
2025-08-30 09:45:00+00:00,0.21551,0.216,0.21535,0.21599,1966839.0
2025-08-30 09:50:00+00:00,0.216,0.21612,0.21584,0.21588,1749434.0
2025-08-30 09:55:00+00:00,0.21588,0.21595,0.21564,0.21569,1772528.0
2025-08-30 10:00:00+00:00,0.21569,0.21583,0.21557,0.21557,1388667.0
2025-08-30 10:05:00+00:00,0.21557,0.21612,0.21549,0.21612,1567278.0
2025-08-30 10:10:00+00:00,0.21612,0.21616,0.21576,0.21576,2538463.0
2025-08-30 10:15:00+00:00,0.21575,0.21632,0.21574,0.21626,1207934.0
2025-08-30 10:20:00+00:00,0.21627,0.21636,0.21612,0.21626,1070145.0
2025-08-30 10:25:00+00:00,0.21625,0.21627,0.21588,0.21591,1466734.0
2025-08-30 10:30:00+00:00,0.21591,0.21602,0.21514,0.21515,5194769.0
2025-08-30 10:35:00+00:00,0.21515,0.21534,0.21502,0.21528,2620850.0
2025-08-30 10:40:00+00:00,0.21528,0.21532,0.21507,0.21525,2014234.0
2025-08-30 10:45:00+00:00,0.21525,0.21552,0.21515,0.21548,1721503.0
2025-08-30 10:50:00+00:00,0.21549,0.2155,0.2153,0.2154,1047077.0
2025-08-30 10:55:00+00:00,0.21541,0.21568,0.21539,0.2156,569360.0
2025-08-30 11:00:00+00:00,0.21559,0.21562,0.21521,0.21525,691326.0
2025-08-30 11:05:00+00:00,0.21525,0.21573,0.21525,0.21569,517238.0
2025-08-30 11:10:00+00:00,0.21568,0.21576,0.21552,0.21565,702093.0
2025-08-30 11:15:00+00:00,0.21564,0.21564,0.21541,0.21551,431691.0
2025-08-30 11:20:00+00:00,0.21551,0.21558,0.21533,0.21547,696662.0
2025-08-30 11:25:00+00:00,0.21547,0.21547,0.21534,0.21538,252159.0
2025-08-30 11:30:00+00:00,0.21538,0.21546,0.21515,0.21519,464314.0
2025-08-30 11:35:00+00:00,0.21519,0.21519,0.2148,0.21503,2234354.0
2025-08-30 11:40:00+00:00,0.21504,0.21525,0.21504,0.21524,951028.0
2025-08-30 11:45:00+00:00,0.21524,0.2156,0.21523,0.21557,774647.0
2025-08-30 11:50:00+00:00,0.21556,0.21574,0.21553,0.21567,933959.0
2025-08-30 11:55:00+00:00,0.21568,0.21596,0.21568,0.21588,761007.0
2025-08-30 12:00:00+00:00,0.21589,0.21596,0.21567,0.21568,1906505.0
2025-08-30 12:05:00+00:00,0.2157,0.21607,0.21556,0.21595,787764.0
2025-08-30 12:10:00+00:00,0.21595,0.216,0.21576,0.21582,292198.0
2025-08-30 12:15:00+00:00,0.21582,0.21586,0.21548,0.21559,653362.0
2025-08-30 12:20:00+00:00,0.2156,0.21596,0.2156,0.21582,398805.0
2025-08-30 12:25:00+00:00,0.21582,0.21582,0.21508,0.21515,2198441.0
2025-08-30 12:30:00+00:00,0.21515,0.21522,0.21435,0.21456,2805661.0
2025-08-30 12:35:00+00:00,0.21457,0.21469,0.21343,0.21396,8946482.0
2025-08-30 12:40:00+00:00,0.21397,0.2142,0.2138,0.21411,4380495.0
2025-08-30 12:45:00+00:00,0.21413,0.21459,0.21399,0.21455,1652899.0
2025-08-30 12:50:00+00:00,0.21455,0.2147,0.21432,0.21467,2517371.0
2025-08-30 12:55:00+00:00,0.21468,0.21495,0.21464,0.21479,633390.0
2025-08-30 13:00:00+00:00,0.21479,0.21499,0.21459,0.21459,1679971.0
2025-08-30 13:05:00+00:00,0.2146,0.21464,0.21327,0.21363,9179782.0
2025-08-30 13:10:00+00:00,0.21364,0.2137,0.21293,0.21313,6067240.0
2025-08-30 13:15:00+00:00,0.21314,0.21382,0.21283,0.21374,2641413.0
2025-08-30 13:20:00+00:00,0.21373,0.214,0.21348,0.21385,987159.0
2025-08-30 13:25:00+00:00,0.21384,0.21416,0.21377,0.21416,857373.0
2025-08-30 13:30:00+00:00,0.21416,0.21485,0.21415,0.2148,2524266.0
