open_time,open,high,low,close,volume
2025-08-30 08:10:00+00:00,2.827,2.8276,2.8226,2.8244,22694.5
2025-08-30 08:15:00+00:00,2.8255,2.8257,2.8214,2.8215,39373.1
2025-08-30 08:20:00+00:00,2.8225,2.8232,2.8219,2.8219,16719.9
2025-08-30 08:25:00+00:00,2.8225,2.8257,2.8225,2.8242,4960.3
2025-08-30 08:30:00+00:00,2.8243,2.8243,2.8191,2.8191,67392.4
2025-08-30 08:35:00+00:00,2.8192,2.8242,2.8191,2.8228,243949.1
2025-08-30 08:40:00+00:00,2.8229,2.8233,2.818,2.8184,207463.2
2025-08-30 08:45:00+00:00,2.8184,2.8189,2.8136,2.8165,309520.8
2025-08-30 08:50:00+00:00,2.8166,2.8189,2.816,2.8176,73335.7
2025-08-30 08:55:00+00:00,2.8177,2.8181,2.8095,2.8106,304839.7
2025-08-30 09:00:00+00:00,2.8107,2.8117,2.8065,2.8088,183496.1
2025-08-30 09:05:00+00:00,2.8089,2.8111,2.8067,2.8072,202118.1
2025-08-30 09:10:00+00:00,2.8071,2.8078,2.803,2.803,449769.1
2025-08-30 09:15:00+00:00,2.8031,2.8072,2.803,2.805,649824.0
2025-08-30 09:20:00+00:00,2.805,2.8059,2.8027,2.8049,240620.5
2025-08-30 09:25:00+00:00,2.8049,2.8078,2.8043,2.8045,218068.6
2025-08-30 09:30:00+00:00,2.8044,2.8045,2.7972,2.7999,511645.6
2025-08-30 09:35:00+00:00,2.7998,2.8033,2.798,2.803,141106.6
2025-08-30 09:40:00+00:00,2.8031,2.8031,2.7958,2.7991,264448.8
2025-08-30 09:45:00+00:00,2.7992,2.8036,2.7973,2.8036,142642.7
2025-08-30 09:50:00+00:00,2.8036,2.8088,2.8032,2.8053,1208452.1
2025-08-30 09:55:00+00:00,2.8053,2.8065,2.8035,2.8041,424047.5
2025-08-30 10:00:00+00:00,2.8041,2.8061,2.8033,2.8037,155452.8
2025-08-30 10:05:00+00:00,2.8036,2.8108,2.8029,2.8107,220418.7
2025-08-30 10:10:00+00:00,2.8107,2.8107,2.807,2.8073,202980.2
2025-08-30 10:15:00+00:00,2.8073,2.8142,2.8071,2.8131,402266.1
2025-08-30 10:20:00+00:00,2.8131,2.8133,2.8092,2.8109,110892.9
2025-08-30 10:25:00+00:00,2.8109,2.8118,2.8091,2.8103,67227.0
2025-08-30 10:30:00+00:00,2.8104,2.811,2.8,2.8,151834.8
2025-08-30 10:35:00+00:00,2.8001,2.8034,2.7996,2.8033,184852.3
2025-08-30 10:40:00+00:00,2.8032,2.8033,2.8006,2.8025,71260.5
2025-08-30 10:45:00+00:00,2.8025,2.8037,2.8001,2.8036,252875.5
2025-08-30 10:50:00+00:00,2.8036,2.804,2.8012,2.8024,77405.8
2025-08-30 10:55:00+00:00,2.8025,2.8059,2.8024,2.8039,125322.6
2025-08-30 11:00:00+00:00,2.8039,2.8039,2.8008,2.8011,95109.8
2025-08-30 11:05:00+00:00,2.8011,2.8053,2.8011,2.8047,68532.4
2025-08-30 11:10:00+00:00,2.8047,2.8064,2.8026,2.8032,243119.5
2025-08-30 11:15:00+00:00,2.8032,2.8033,2.8009,2.8033,90810.1
2025-08-30 11:20:00+00:00,2.8034,2.8043,2.8019,2.804,52004.0
2025-08-30 11:25:00+00:00,2.8039,2.8049,2.8036,2.8039,118764.0
2025-08-30 11:30:00+00:00,2.8038,2.806,2.8026,2.8037,130656.2
2025-08-30 11:35:00+00:00,2.8037,2.8041,2.801,2.8037,149791.5
2025-08-30 11:40:00+00:00,2.8037,2.8064,2.8037,2.8064,129397.1
2025-08-30 11:45:00+00:00,2.8063,2.811,2.8058,2.8099,189742.7
2025-08-30 11:50:00+00:00,2.8098,2.8106,2.8087,2.8101,137771.8
2025-08-30 11:55:00+00:00,2.81,2.8128,2.81,2.8102,109823.4
2025-08-30 12:00:00+00:00,2.8102,2.8108,2.8052,2.8056,158541.8
2025-08-30 12:05:00+00:00,2.8057,2.8088,2.805,2.8075,66700.9
2025-08-30 12:10:00+00:00,2.8076,2.808,2.8046,2.8053,111009.8
2025-08-30 12:15:00+00:00,2.8053,2.8053,2.7996,2.8008,520524.8
2025-08-30 12:20:00+00:00,2.8009,2.803,2.8,2.801,129143.0
2025-08-30 12:25:00+00:00,2.801,2.801,2.7937,2.7973,661978.6
2025-08-30 12:30:00+00:00,2.7974,2.7981,2.7861,2.7871,1059832.8
2025-08-30 12:35:00+00:00,2.7871,2.7888,2.7776,2.7834,931250.1
2025-08-30 12:40:00+00:00,2.7835,2.7862,2.7802,2.7852,405842.1
2025-08-30 12:45:00+00:00,2.7851,2.7926,2.7843,2.7919,271700.9
2025-08-30 12:50:00+00:00,2.7919,2.7933,2.7907,2.7929,244528.3
2025-08-30 12:55:00+00:00,2.7929,2.7942,2.7917,2.7931,171028.9
2025-08-30 13:00:00+00:00,2.7931,2.7944,2.7903,2.7911,160483.8
2025-08-30 13:05:00+00:00,2.7912,2.7917,2.7746,2.7813,779665.8
2025-08-30 13:10:00+00:00,2.7813,2.7816,2.7747,2.7769,497598.7
2025-08-30 13:15:00+00:00,2.7769,2.7835,2.7748,2.7828,566262.1
2025-08-30 13:20:00+00:00,2.7828,2.7852,2.7802,2.7817,327662.1
2025-08-30 13:25:00+00:00,2.7817,2.7879,2.7812,2.7879,311422.9
2025-08-30 13:30:00+00:00,2.7879,2.7909,2.787,2.7897,186427.4
